"Name","Start Time","End Time","models.Category","Weight"
"Бадминтон","19:00","21:30","PEOPLE:90;LEISURE:90;SPORT:90"
"Умкка","19:30","21:45","STUDY:60;PEOPLE:120;LEISURE:120"
