"Name","Start Time","End Time","models.Category","Weight"
"Воллейбол","18:45","21:30","PEOPLE:120;LEISURE:120;SPORT:120"
"Квиз","19:00","21:45","STUDY:60;PEOPLE:180;LEISURE:180;FAMILY:180"
