"Name","Begin Time","End Time","Weights"
"Осознанно жить","07:00","21:45","DIFFERENT:500;LEISURE:120;NECESSARY:30;SPORT:120;STUDY:45;HYGIENE:20;CLEAN:15;FAMILY:180;PEOPLE:30"
