"Name","Begin Time","End Time","Weights"
"Работа","07:00","16:00","STUDY:30"
"Детская Убрать макияжный столикУбрать предметы лежащие не на местах-----------Гостиная Протереть пыльПротереть пыль и убрать паутину-----------","16:00","16:05","CLEAN:5"
"avatar","16:05","16:30","LEISURE:25;FAMILY:25"
"Ужин","16:30","17:30","FAMILY:20"
"Нескучный вечер","17:30","21:45","LEISURE:180;PEOPLE:180;NECESSARY:180"
