"Name","Begin Time","End Time","Weights"
"Целый день позитивное настроение","07:00","21:45","DIFFERENT:500;LEISURE:240;NECESSARY:30;SPORT:120;STUDY:15;HYGIENE:20;CLEAN:15;FAMILY:180;PEOPLE:30"
