"Name","Start Time","End Time","models.Category","Weight"
"Квиз","16:20","20:00","STUDY:60;PEOPLE:180;LEISURE:180;FAMILY:180"
"Йога","09:30","12:30","PEOPLE:90;SPORT:90"
